LCLid,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min
MAC000442,24/6/2012,0.056,0.076083333,0.244,48,0.04923968,3.652,0.035
MAC000442,25/6/2012,0.0645,0.085354167,0.273,48,0.050399464,4.097,0.031
MAC000442,26/6/2012,0.0755,0.11127083333333333,0.425,48,0.084283397,5.341,0.038
MAC000442,27/6/2012,0.0755,0.093395833,0.273,48,0.055257517,4.482999999999999,0.03
MAC000442,28/6/2012,0.062,0.075375,0.18899999999999997,48,0.038437916,3.618,0.035
MAC000442,29/6/2012,0.0715,0.083333333,0.20600000000000002,48,0.038577544638748205,4,0.03
MAC000442,30/6/2012,0.0655,0.080125,0.2,48,0.040811776043561086,3.846000000000001,0.028999999999999998
MAC000442,1/7/2012,0.072,0.12497916666666664,0.9670000000000001,48,0.17730782099649417,5.998999999999999,0.034
MAC000442,2/7/2012,0.0655,0.08725,0.413,48,0.068088647,4.188000000000001,0.031
MAC000442,3/7/2012,0.08,0.10527083333333333,0.561,48,0.090206557,5.053,0.028999999999999998
MAC000442,4/7/2012,0.072,0.11983333333333335,1.126,48,0.18002781502978135,5.752000000000001,0.031
MAC000442,5/7/2012,0.057,0.060770833,0.154,48,0.027908086,2.917,0.027999999999999997
MAC000442,6/7/2012,0.057499999999999996,0.062395833333333345,0.183,48,0.033101867,2.9950000000000006,0.028999999999999998
MAC000442,7/7/2012,0.0545,0.0608125,0.156,48,0.028754763712647905,2.919,0.027999999999999997
MAC000442,8/7/2012,0.056499999999999995,0.065979167,0.198,48,0.038085284801872184,3.1670000000000016,0.027999999999999997
MAC000442,9/7/2012,0.057,0.062166666666666676,0.20199999999999999,48,0.034769351466750704,2.9840000000000004,0.027999999999999997
MAC000442,10/7/2012,0.055499999999999994,0.065208333,0.217,48,0.038292802,3.13,0.027999999999999997
MAC000442,11/7/2012,0.052000000000000005,0.060458333333333336,0.20600000000000002,48,0.034728710504902616,2.902,0.027000000000000003
MAC000442,12/7/2012,0.0495,0.14349999791666662,1.215,48,0.2738766544430839,6.887999899999998,0.027999999999999997
MAC000442,13/7/2012,0.05,0.059666667,0.16,48,0.026710690610835978,2.8640000000000003,0.036000000000000004
MAC000442,14/7/2012,0.055,0.05975,0.18899999999999997,48,0.032405345,2.868,0.027000000000000003
MAC000442,15/7/2012,0.0505,0.0690625,0.498,48,0.073106278,3.315,0.027000000000000003
MAC000442,16/7/2012,0.054000000000000006,0.061770833,0.172,48,0.032981129,2.9650000000000003,0.027000000000000003
MAC000442,17/7/2012,0.059,0.067916667,0.177,48,0.036503473069001126,3.2600000000000002,0.027000000000000003
MAC000442,18/7/2012,0.058499999999999996,0.065520833,0.19399999999999998,48,0.035260725,3.1450000000000005,0.027000000000000003
MAC000442,19/7/2012,0.0595,0.057791667,0.13,48,0.025690431,2.7740000000000005,0.027999999999999997
MAC000442,20/7/2012,0.053,0.062625,0.314,48,0.047033091564638405,3.0060000000000007,0.027000000000000003
MAC000442,21/7/2012,0.056999999999999995,0.07275,0.599,48,0.083281246,3.491999999999999,0.027000000000000003
MAC000442,22/7/2012,0.06,0.093875,0.7040000000000001,48,0.12841267005162393,4.505999999999999,0.027000000000000003
MAC000442,23/7/2012,0.06,0.062791667,0.165,48,0.030310421165098873,3.0140000000000007,0.028999999999999998
MAC000442,24/7/2012,0.056499999999999995,0.061000000000000006,0.161,48,0.028258683,2.9280000000000004,0.028999999999999998
MAC000442,25/7/2012,0.0595,0.069770833,0.209,48,0.045027764287576925,3.349,0.03
MAC000442,26/7/2012,0.056,0.0650625,0.163,48,0.032150184,3.1229999999999993,0.03
MAC000442,27/7/2012,0.055,0.062770833,0.184,48,0.032180501,3.0130000000000003,0.03
MAC000442,28/7/2012,0.065,0.067770833,0.174,48,0.030860178556958735,3.253,0.028999999999999998
MAC000442,29/7/2012,0.057999999999999996,0.066354167,0.17800000000000002,48,0.037853294403038695,3.1849999999999996,0.028999999999999998
MAC000442,30/7/2012,0.06,0.062895833,0.18100000000000002,48,0.034101999,3.0190000000000006,0.027999999999999997
